Serial No,Location,Apartment_size,Bed,Bath,Price,Area
750,"Gawair, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
751,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",700,2,2,14000,Hazaribag
752,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",700,2,2,14000,Hazaribag
753,"Dakkhin Paikpara, Mirpur, Dhaka",1200,3,3,16000,Mirpur
754,"Hatirpool, Dhaka",1950,3,4,35000,Hatirpool
755,"Mirpur, Dhaka",1000,3,2,15000,Mirpur
756,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1200,3,3,30000,Dhanmondi
757,"Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",800,2,2,14000,Hazaribag
758,"1st Colony, Mirpur, Dhaka",1300,3,3,18000,Mirpur
759,"1st Colony, Mirpur, Dhaka",1200,3,3,17000,Mirpur
760,"Old Eskaton, Eskaton, Dhaka",1850,3,3,40000,Eskaton
761,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1100,3,2,24000,Dhanmondi
762,"Dhanmondi, Dhaka",500,2,1,20000,Dhanmondi
763,"Dhanmondi, Dhaka",1100,3,3,30000,Dhanmondi
764,"Mohammadia Housing Society, Mohammadpur, Dhaka",1000,3,2,16000,Mohammadpur
765,"Mohammadia Housing Society, Mohammadpur, Dhaka",500,2,1,15000,Mohammadpur
766,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,16000,Dhanmondi
767,"Eskaton, Dhaka",1550,3,3,30000,Eskaton
768,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",750,2,2,22000,Dhanmondi
769,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,17000,Dhanmondi
770,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,14000,Dhanmondi
771,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",500,2,1,13000,Dhanmondi
772,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,15000,Dhanmondi
773,"Hazaribag, Dhaka",500,2,1,10500,Hazaribag
774,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",450,2,1,12500,Dhanmondi
775,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",700,2,2,11000,Mohammadpur
776,"Shahjahanpur, Dhaka",800,2,2,25000,Shahjahanpur
777,"Sector 9, Uttara, Dhaka",1150,3,2,25000,Uttara
778,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",400,1,1,12500,Dhanmondi
779,"Gulshan 2, Gulshan, Dhaka",3200,3,3,120000,Gulshan
780,"Sector 11, Uttara, Dhaka",1950,3,3,35000,Uttara
781,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10500,Mirpur
782,"Mohammadia Housing Society, Mohammadpur, Dhaka",800,2,2,16000,Mohammadpur
783,"Block L, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10500,Mirpur
784,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,13500,Mirpur
785,"Block C, Bashundhara R-A, Dhaka",1100,3,3,24000,Bashundhara
786,"Block C, Bashundhara R-A, Dhaka",1100,3,3,25000,Bashundhara
787,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
788,"Block C, Bashundhara R-A, Dhaka",1100,3,3,25000,Bashundhara
789,"Block C, Bashundhara R-A, Dhaka",1100,3,3,25000,Bashundhara
790,"Jagannathpur, Badda, Dhaka",650,2,1,12000,Badda
791,"Block C, Bashundhara R-A, Dhaka",1100,3,3,24000,Bashundhara
792,"Block C, Bashundhara R-A, Dhaka",1100,3,3,25000,Bashundhara
793,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
794,"Block C, Bashundhara R-A, Dhaka",1100,3,3,24000,Bashundhara
795,"Avenue 3, Block A, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
796,"Block C, Bashundhara R-A, Dhaka",1100,3,3,24000,Bashundhara
797,"Block H, Section 2, Mirpur, Dhaka",650,2,2,12000,Mirpur
798,"Mazar Road, 2nd Colony, Mirpur, Dhaka",650,2,2,11000,Mirpur
799,"Block C, Bashundhara R-A, Dhaka",1100,3,3,24000,Bashundhara
800,"Senpara Parbata, Section 10, Mirpur, Dhaka",1000,3,2,16000,Mirpur
801,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",1100,3,2,20000,Rampura
802,"New Market, Dhaka",1415,3,3,30000,New Market
803,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
804,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
805,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur
806,"Sector 12, Uttara, Dhaka",900,2,2,16000,Uttara
807,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",1630,3,3,22000,Mirpur
808,"Nurer Chala, Badda, Dhaka",950,3,2,15000,Badda
809,"Mirpur, Dhaka",1050,3,2,16000,Mirpur
810,"Block G, Section 1, Mirpur, Dhaka",650,2,2,13500,Mirpur
811,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
812,"Sector 3, Uttara, Dhaka",1400,3,3,20000,Uttara
813,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur
814,"Block G, Bashundhara R-A, Dhaka",3000,4,5,65000,Bashundhara
815,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur
816,"Hazaribag, Dhaka",650,2,1,12000,Hazaribag
817,"Vashantek, Cantonment, Dhaka",500,2,1,10000,Cantonment
818,"Nawabgonj, Lalbagh, Dhaka",700,2,2,12000,Lalbagh
819,"Mohammadpur, Dhaka",1100,3,2,25000,Mohammadpur
820,"Nurer Chala, Badda, Dhaka",800,2,2,16000,Badda
821,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",1350,3,3,30000,Mohammadpur
822,"Vashantek, Cantonment, Dhaka",650,2,2,11000,Cantonment
823,"Block B, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur
824,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Dhanmondi
825,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1050,3,2,13000,Dhanmondi
826,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1050,3,2,13000,Dhanmondi
827,"Shyamoli, Dhaka",1000,3,2,17000,Shyamoli
828,"Eskaton, Dhaka",1200,3,2,27000,Eskaton
829,"Section 2, Mirpur, Dhaka",1350,4,3,25000,Mirpur
830,"Sector 13, Uttara, Dhaka",800,2,2,15000,Uttara
831,"Kathalbagan, Dhaka",1400,3,3,26000,Kathalbagan
832,"Middle Badda, Badda, Dhaka",1200,3,3,22000,Badda
833,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
834,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
835,"South Monipur, Mirpur, Dhaka",1100,3,3,20000,Mirpur
836,"South Monipur, Mirpur, Dhaka",1100,3,3,20000,Mirpur
837,"South Monipur, Mirpur, Dhaka",1100,3,3,20000,Mirpur
838,"South Monipur, Mirpur, Dhaka",1100,3,3,20000,Mirpur
839,"Hazaribag, Dhaka",800,2,2,14000,Hazaribag
840,"Tajmahal Road, Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
841,"Sutrapur, Dhaka",1100,2,2,20000,Sutrapur
842,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1300,3,3,16000,Mohammadpur
843,"Block B, Arambag Residential Area, Pallabi, Mirpur, Dhaka",850,2,2,12500,Mirpur
844,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1300,3,3,16000,Mohammadpur
845,"Ashkona, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan
846,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
847,"South Pirerbag, Pirerbag, Mirpur, Dhaka",850,2,2,12000,Mirpur
848,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
849,"Hazaribag, Dhaka",700,2,1,10000,Hazaribag
850,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
851,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
852,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
853,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
854,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
855,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
856,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,15000,Uttara
857,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
858,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
859,"Sector 11, Uttara, Dhaka",800,2,2,16000,Uttara
860,"South Monipur, Mirpur, Dhaka",1100,3,3,20000,Mirpur
861,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
862,"Ashkona, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan
863,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
864,"Rupnagar R/A, Mirpur, Dhaka",600,2,2,10500,Mirpur
865,"Sector 14, Uttara, Dhaka",700,2,1,13500,Uttara
866,"Tajmahal Road, Mohammadpur, Dhaka",550,2,1,14000,Mohammadpur
867,"Sector 1, Uttara, Dhaka",2200,3,4,55000,Uttara
868,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
869,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800,2,2,15000,Agargaon
870,"West Nakhalpara, Tejgaon, Dhaka",900,2,2,20000,Tejgaon
871,"Hazaribag, Dhaka",700,2,1,10500,Hazaribag
872,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
873,"Sector 9, Uttara, Dhaka",1050,3,2,20000,Uttara
874,"Sutrapur, Dhaka",1100,2,2,20000,Sutrapur
875,"Ashkona, Dakshin Khan, Dhaka",700,2,2,10500,Dakshin Khan
876,"Sector 10, Uttara, Dhaka",1200,3,3,19000,Uttara
877,"Khilgaon, Dhaka",700,2,2,15000,Khilgaon
878,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,17000,Mohammadpur
879,"Ashkona, Dakshin Khan, Dhaka",600,2,2,10000,Dakshin Khan
880,"Hazaribag, Dhaka",700,2,2,11000,Hazaribag
881,"Hazaribag, Dhaka",800,2,2,15000,Hazaribag
882,"Hazaribag, Dhaka",700,2,2,12000,Hazaribag
883,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1500,3,3,17000,Mohammadpur
884,"PC Culture Housing, Mohammadpur, Dhaka",1318,3,3,19000,Mohammadpur
885,"Block C, Bashundhara R-A, Dhaka",1200,3,3,30000,Bashundhara
886,"Sector 14, Uttara, Dhaka",900,2,2,14000,Uttara
887,"Sector 14, Uttara, Dhaka",800,2,2,18000,Uttara
888,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1200,3,3,18000,Agargaon
889,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
890,"Hazaribag, Dhaka",650,2,1,10000,Hazaribag
891,"Tajmahal Road, Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur
892,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
893,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
894,"Hazaribag, Dhaka",700,2,2,12000,Hazaribag
895,"Block D, Section 11, Mirpur, Dhaka",850,3,2,16000,Mirpur
896,"Block A, Banasree, Dhaka",2000,4,4,45000,Banasree
897,"Block A, Banasree, Dhaka",2000,4,4,45000,Banasree
898,"Block A, Banasree, Dhaka",2000,4,4,45000,Banasree
899,"Block A, Banasree, Dhaka",2000,4,4,45000,Banasree
900,"Mohammadi Housing LTD., Mohammadpur, Dhaka",680,2,2,14000,Mohammadpur
901,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,37000,Mirpur
902,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,14000,Uttara
903,"Block D, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur
904,"Block C, Section 12, Mirpur, Dhaka",650,2,2,11500,Mirpur
905,"Joar Sahara, Dhaka",850,2,2,14000,Joar Sahara
906,"Tejgaon, Dhaka",700,2,1,17000,Tejgaon
907,"Katashur, Mohammadpur, Dhaka",1275,2,2,22000,Mohammadpur
908,"Kalabagan, Dhaka",1400,3,2,30000,Kalabagan
909,"Block B, Niketan, Dhaka",1650,3,3,35000,Niketan
910,"Section 1, Mirpur, Dhaka",1550,3,4,25000,Mirpur
911,"Block E, Section 1, Mirpur, Dhaka",600,2,2,12000,Mirpur
912,"Block E, Section 1, Mirpur, Dhaka",600,2,1,12500,Mirpur
913,"Sector 12, Uttara, Dhaka",1400,3,3,30000,Uttara
914,"Shantinagar, Dhaka",1495,3,3,35000,Shantinagar
915,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,14000,Mirpur
916,"South Pirerbag, Pirerbag, Mirpur, Dhaka",750,2,2,12000,Mirpur
917,"Khilgaon, Dhaka",1100,3,3,28000,Khilgaon
918,"Tajmahal Road, Mohammadpur, Dhaka",720,2,2,16000,Mohammadpur
919,"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka",1400,4,3,18000,Mohammadpur
920,"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka",800,2,2,13000,Mohammadpur
921,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
922,"Mohammadi Housing LTD., Mohammadpur, Dhaka",650,2,1,12000,Mohammadpur
923,"Mohammadi Housing LTD., Mohammadpur, Dhaka",850,3,2,18000,Mohammadpur
924,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur
925,"3rd Colony, Mirpur, Dhaka",700,2,2,14000,Mirpur
926,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
927,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",800,2,2,12000,Mohammadpur
928,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
929,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
930,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
931,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,3,16000,Uttara
932,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
933,"West Dolairpar, Shyampur, Dhaka",1000,3,2,14000,Shyampur
934,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
935,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",1000,3,2,13500,Mirpur
936,"Block C, Section 11, Mirpur, Dhaka",1800,3,3,30000,Mirpur
937,"Block C, Section 11, Mirpur, Dhaka",1800,3,3,30000,Mirpur
938,"Block C, Section 11, Mirpur, Dhaka",1800,3,3,30000,Mirpur
939,"Block C, Section 11, Mirpur, Dhaka",1700,3,3,30000,Mirpur
940,"Block C, Section 11, Mirpur, Dhaka",2026,3,3,40000,Mirpur
941,"Block C, Section 11, Mirpur, Dhaka",1800,3,3,30000,Mirpur
942,"Section 1, Mirpur, Dhaka",1100,3,3,17000,Mirpur
943,"Mohammadia Housing Society, Mohammadpur, Dhaka",600,2,2,12500,Mohammadpur
944,"Block G, Bashundhara R-A, Dhaka",2600,4,4,55000,Bashundhara
945,"Saat Rawza, Bangshal, Dhaka",500,2,1,14000,Bangshal
946,"Turag City, Section 1, Mirpur, Dhaka",1000,3,2,12000,Turag
947,"Middle Paikpara, Mirpur, Dhaka",1250,3,3,16000,Mirpur
948,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur
949,"Block I, Bashundhara R-A, Dhaka",1500,4,4,27000,Bashundhara
950,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur
951,"Block A, Bashundhara R-A, Dhaka",1600,3,3,45000,Bashundhara
952,"Jagannathpur, Badda, Dhaka",1000,3,2,15000,Badda
953,"Block D, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",550,1,1,11000,Mohammadpur
954,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",680,2,1,10000,Mohammadpur
955,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",1600,3,3,20000,Mohammadpur
956,"Block E, Section 12, Mirpur, Dhaka",850,3,2,15000,Mirpur
957,"Block E, Section 12, Mirpur, Dhaka",850,3,2,15000,Mirpur
958,"Block E, Section 12, Mirpur, Dhaka",850,3,2,15000,Mirpur
959,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda
960,"Block E, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur
961,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur
962,"Ibrahimpur, Dhaka",1250,3,3,25000,Ibrahimpur
963,"Hatirpool, Dhaka",450,1,1,15000,Hatirpool
964,"East Rampura, Rampura, Dhaka",800,2,2,14000,Rampura
965,"Mohammadi Housing LTD., Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur
966,"Ibrahimpur, Dhaka",850,3,2,16000,Ibrahimpur
967,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800,2,2,14000,Mohammadpur
968,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,15000,Uttara
969,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",750,2,2,12000,Dhanmondi
970,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",1150,3,3,15000,Mohammadpur
971,"Middle Paikpara, Mirpur, Dhaka",700,3,2,12000,Mirpur
972,"Middle Paikpara, Mirpur, Dhaka",1120,3,3,16000,Mirpur
973,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",650,2,2,12000,Mirpur
974,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",650,2,1,11000,Mirpur
975,"Agargaon, Dhaka",1150,3,3,20000,Agargaon
976,"Block D, Section 2, Mirpur, Dhaka",1200,3,2,17000,Mirpur
977,"Sector 14, Uttara, Dhaka",850,2,2,20400,Uttara
978,"East Rampura, Rampura, Dhaka",1250,3,2,17000,Rampura
979,"East Rampura, Rampura, Dhaka",895,2,2,14000,Rampura
980,"Block C, Banasree, Dhaka",700,1,1,13000,Banasree
981,"Block E, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
982,"Block B, Section 12, Mirpur, Dhaka",1320,3,3,19000,Mirpur
983,"Badda, Dhaka",800,2,2,18000,Badda
984,"Sector 9, Uttara, Dhaka",750,2,1,16000,Uttara
985,"Mirpur, Dhaka",1175,3,3,20000,Mirpur
986,"Block F, Bashundhara R-A, Dhaka",1650,3,3,32000,Bashundhara
987,"Block D, Section 2, Mirpur, Dhaka",650,2,1,13000,Mirpur
988,"West Agargaon, Agargaon, Dhaka",1250,3,3,20000,Agargaon
989,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10500,Mirpur
990,"Khilbari Tek, Badda, Dhaka",700,2,2,13000,Badda
991,"West Kafrul, Taltola, Agargaon, Dhaka",800,2,2,14000,Taltola
992,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",700,3,3,12000,Mohammadpur
993,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur
994,"Bosila, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
995,"Bosila, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
996,"Bosila, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
997,"Tilpapara, Khilgaon, Dhaka",800,2,2,16000,Khilgaon
998,"Mirpur, Dhaka",1050,3,2,16000,Mirpur
999,"Maghbazar, Dhaka",1150,3,2,18000,Maghbazar
1000,"Bosila, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
1001,"Uttar Badda, Badda, Dhaka",700,2,2,15000,Badda
1002,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,11500,Vatara
1003,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
1004,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,4,2,20000,Aftab Nagar
1005,"Maghbazar, Dhaka",1150,3,3,18000,Maghbazar
1006,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,12500,Vatara
1007,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,13000,Vatara
1008,"Nurer Chala, Badda, Dhaka",650,2,2,12000,Badda
1009,"Shantinagar, Dhaka",1300,3,3,38000,Shantinagar
1010,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,4,2,20000,Aftab Nagar
1011,"Block G, Section 1, Mirpur, Dhaka",650,2,2,13500,Mirpur
1012,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,4,2,20000,Aftab Nagar
1013,"Sector 2, Block H, Aftab Nagar, Dhaka",600,2,2,11000,Aftab Nagar
1014,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1200,3,3,28000,Mirpur
1015,"Nayatola, Maghbazar, Dhaka",1200,3,3,23000,Maghbazar
1016,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",750,2,2,13000,Vatara
1017,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,4,2,20000,Aftab Nagar
1018,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,1,11500,Vatara
1019,"Barontek, Cantonment, Dhaka",1100,3,3,11000,Cantonment
1020,"Hazaribag, Dhaka",700,2,2,13000,Hazaribag
1021,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,36000,Mirpur
1022,"Sector 2, Block H, Aftab Nagar, Dhaka",1250,4,2,20000,Aftab Nagar
1023,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",1200,3,3,28000,Mirpur
1024,"Nurer Chala, Badda, Dhaka",500,2,1,10000,Badda
1025,"Block D, Section 2, Mirpur, Dhaka",1200,3,3,21000,Mirpur
1026,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1250,3,3,20000,Mohammadpur
1027,"Block C, Section 10, Mirpur, Dhaka",850,2,2,19000,Mirpur
1028,"Ullan, West Rampura, Rampura, Dhaka",800,2,2,15000,Rampura
1029,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1250,3,3,20000,Mohammadpur
1030,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1250,3,3,20000,Mohammadpur
1031,"Ullan, West Rampura, Rampura, Dhaka",700,2,2,13000,Rampura
1032,"Gudaraghat, Middle Badda, Badda, Dhaka",800,2,2,20000,Badda
1033,"Hazaribag, Dhaka",700,2,1,10000,Hazaribag
1034,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,13000,Badda
1035,"North Bashabo, Bashabo, Dhaka",1000,3,2,16000,Bashabo
1036,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,14000,Uttara
1037,"Rupnagar R/A, Mirpur, Dhaka",600,2,2,10000,Mirpur
1038,"Sector 6, Uttara, Dhaka",1500,3,3,26000,Uttara
1039,"Block C, Bochila Garden City, Bochila, Mohammadpur, Dhaka",1100,3,3,13000,Mohammadpur
1040,"Pirerbag, Mirpur, Dhaka",850,2,2,13000,Mirpur
1041,"RK Mission Road, Gopibag, Motijheel, Dhaka",1050,3,2,26000,Motijheel
1042,"Bangshal, Dhaka",500,2,1,12000,Bangshal
1043,"Bhuiya Estate, Jhauchor, Hazaribag, Dhaka",700,2,2,10500,Hazaribag
1044,"Block B, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur
1045,"Block B, Section 12, Mirpur, Dhaka",800,2,2,18000,Mirpur
1046,"Hazaribag, Dhaka",900,3,2,12000,Hazaribag
1047,"Jigatola, Hazaribag, Dhaka",1200,3,3,30000,Hazaribag
1048,"Middle Badda, Badda, Dhaka",750,2,2,16000,Badda
1049,"Gandaria, Sutrapur, Dhaka",1000,3,2,18000,Sutrapur
1050,"Shyamoli, Dhaka",1150,3,3,22000,Shyamoli
1051,"Block B, Mansurabad Housing Society, Adabor, Dhaka",1200,3,3,17000,Adabor
1052,"Block C, Aftab Nagar, Dhaka",1000,3,3,18000,Aftab Nagar
1053,"Block C, Aftab Nagar, Dhaka",1000,3,2,18000,Aftab Nagar
1054,"Shyamoli, Dhaka",1500,4,4,26000,Shyamoli
1055,"Madhya Ajampur, Dakshin Khan, Dhaka",500,2,2,11000,Dakshin Khan
1056,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan
1057,"Madhya Ajampur, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan
1058,"Shantinagar, Dhaka",1870,3,3,45000,Shantinagar
1059,"Dakshin Khan, Dhaka",650,2,2,10000,Dakshin Khan
1060,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur
1061,"Uttar Badda, Badda, Dhaka",700,2,2,13000,Badda
1062,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1063,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1064,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1065,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1066,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1067,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1068,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1069,"Section 12, Mirpur, Dhaka",1600,3,3,25000,Mirpur
1070,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10500,Mirpur
1071,"Sector 13, Uttara, Dhaka",650,2,1,15000,Uttara
1072,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1073,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur
1074,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur
1075,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur
1076,"Block B, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",850,3,2,13000,Mirpur
1077,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
1078,"Nazimuddin Road, Saat Rawza, Bangshal, Dhaka",650,2,2,13000,Bangshal
1079,"Sector 4, Uttara, Dhaka",2200,3,4,40000,Uttara
1080,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
1081,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
1082,"Green Road, Dhanmondi, Dhaka",1300,3,3,25000,Dhanmondi
1083,"Green Road, Dhanmondi, Dhaka",1300,3,3,25000,Dhanmondi
1084,"Naddapara, Dakshin Khan, Dhaka",700,2,2,10000,Nadda
1085,"Fakirapool, Motijheel, Dhaka",500,1,1,15000,Motijheel
1086,"Zafrabad, Hazaribag, Dhaka",600,2,1,12000,Zafrabad
1087,"Block D, Bashundhara R-A, Dhaka",2150,3,4,43000,Bashundhara
1088,"Fakirapool, Motijheel, Dhaka",650,2,2,18000,Motijheel
1089,"Dhanmondi, Dhaka",1580,3,3,35000,Dhanmondi
1090,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,14000,Mohammadpur
